Level	TM-scoreA	 TM-scoreB
0	0.81014	0.81014
1	0.7605549893723655	0.8434265402996752
2	0.7327530011915089	0.8685605070278183
3	0.5916562665696047	0.817020087844054
4	0.6594285346687354	0.8926898603885418
