Level	TM-scoreA	 TM-scoreB
0	0.85172	0.85172
1	0.7943048809938072	0.8016343568354054
2	0.7652750829433665	0.825141636750662
3	0.6909732987760839	0.8274658032307451
4	0.572479078145327	0.8297824193117245
5	0.5237358846728709	0.8343737935619625
